abd,yt,tdq,twq,tcq,yp,pwm,pet,ai,ts,ps,tcov,ndvism,ndvif,ndviw,ndvisp,wavai,bgr1,bgr2,bgr3,lon,lat
3.250046434205312,5.175000190734863,0.916666686534882,15.550000190734863,-5.866666793823242,6.07073772800249,4.060443010546419,6.871091294610546,8.408939605975982,867.1019897460938,3.536618410071614,71.0,0.448888897895813,0.557333290576935,0.661333322525024,0.6271111369133,-531.0,0,1,1,-121.87,52.04999999737704
1.768764178752881,23.55430296600842,18.51256889593406,26.293989525466667,18.51256889593406,7.283042814214714,5.547096708071715,7.356708986990473,9.136414980883663,366.03288294057376,4.362909843784156,43.60655737704918,0.670834249160329,0.683708531934707,0.731453563346237,0.7711694045145,-111.2622950819672,0,1,0,109.26199999999999,19.226331428606773
2.57926973878969,11.153611087799073,19.760833422342937,7.346666638056437,3.772499990463257,6.10453278183401,3.974058396347599,7.238424999233355,8.076774254044544,662.5380187988281,3.500093604474968,20.6,0.429681480427583,0.440970370173454,0.453199998040994,0.46759999593099,-944.0166666666668,0,0,0,-2.874566666666667,41.0700840713689
2.871700278813348,13.162099544818584,17.140384380634014,10.216025572556717,9.270513149408194,6.738152494595957,4.558521957006013,7.157795391393851,8.797455497664334,321.8715104323167,3.307517546156965,69.1923076923077,0.595418795370139,0.648059825484569,0.648051282534232,0.611529934864778,-440.0769230769231,0,0,1,143.9248,-38.34624154256488
4.967294080666629,11.612499948181858,17.519364119954194,8.476878615473048,6.28111753298368,6.8246375206298,4.587971102943516,6.935173624955747,9.099468873404167,464.5073522666975,3.222007149119372,54.82658959537572,0.518003854620663,0.654956969222582,0.757636480248732,0.660377653003428,-107.55491329479769,0,0,0,-5.627889763779526,43.239102114406585
3.763373941444401,11.942070938611812,21.5011475731696,7.652895134939274,3.850704224829756,6.178920915897544,4.052478726270947,7.37061983140595,8.021497702455152,737.5478963598213,3.713573485038584,34.35054773082942,0.488657276255424,0.464549470395549,0.447112501413796,0.506934446768022,-1106.14710485133,0,0,0,-2.365337438423644,38.5155905038152
4.261475082709417,12.30499997138977,6.139444436629613,13.903611103693644,5.285555555423101,6.022216003550469,4.013074249497874,7.245262693907074,7.987014839134432,622.409807840983,3.435946675695234,38.04166666666666,0.512814817329248,0.477455552915732,0.474029630670945,0.543359260509412,-988.9583333333334,0,0,0,-0.550825,40.08904065560266
6.298652473171541,8.672558638700254,12.53513844605464,5.268259245878572,4.71825905514371,7.290171221602121,5.087439053067857,6.892719235238769,9.607442796956171,319.0259912575886,3.082844396503096,86.01910828025478,0.710666656494141,0.624000012874603,0.513333320617676,0.694222211837769,480.7452229299363,0,0,1,146.60905,-42.81349994464039
2.703249339766655,3.271052636598286,-3.28070172510649,12.596491462305972,-7.141228098618357,6.431331081933479,4.427050316047836,6.46434233148358,9.177001275523029,871.0055927477384,3.546162410995178,61.94736842105263,,0.516561398380681,0.673520461509102,0.509592612584432,-20.84210526315789,0,0,0,24.042499999999997,62.02998447932054
4.387484472664763,11.355222231547035,18.75088907877604,9.59133337020874,4.20399999777476,6.543528078890217,4.344843843546165,7.31082641270784,8.456205336972152,634.2003914388021,3.092194332267654,43.28,0.503442962567011,0.53605926434199,0.525072590510051,0.545546667774518,-801.68,0,0,0,-0.42172727272727273,42.33559603649325
3.76759681447245,12.204559629817366,20.86580471360041,8.32189507462033,4.740561348546658,6.18974351585971,4.116132928955876,7.279653014332535,8.11998726848411,662.9870377607108,3.682201134098899,24.529454282616552,0.388826567750999,0.390498159948048,0.358588434661559,0.398298503874785,-962.7636429345862,0,0,0,-2.3425211267605626,40.73151920849516
4.130375990652577,10.859322030665512,19.20254238581253,12.635875750396211,3.516949172747337,6.021023349349526,3.871554055924797,7.194385951448986,8.036578891306952,649.6198916677702,3.326462196317169,23.45762711864407,0.489325803215221,0.473642185077829,0.449627118090452,0.500625233528978,-919.9322033898304,0,0,0,-2.9458775510204083,41.539873704197085
3.142776424895743,12.678669203573198,21.75373111554046,14.55696515894648,4.770149262983408,6.014152968447182,3.950956650975035,7.301520367219687,7.923099514885124,699.5857215995219,3.594548372655268,17.432835820895523,0.421592040293252,0.409194027754798,0.368205640298217,0.432378111935374,-1073.3731343283582,0,0,0,-0.47610526315789486,38.6700767699861
1.990296480699037,22.38508442864902,18.99855052561,24.21932391843934,17.92149789782538,7.415977516878012,5.685746402025133,7.30625901479836,9.319937985400248,322.3314284172611,4.2973551913441,72.3623188405797,0.77007408072983,0.750106302724368,0.734866329725238,0.76819323024888,172.7391304347826,0,1,0,109.85433333333334,18.779666456965852
5.444106867724878,3.793494199451647,-10.00380129563181,16.599122365315754,-10.691520406488786,6.723853526968664,4.691830624212933,6.777006977383048,9.156819297836705,1127.6232203433387,3.677170457917215,54.08771929824562,,0.482846008581028,0.777465889328404,0.506955153586572,-45.42105263157895,0,1,1,-89.19999999999999,46.164962089938655
1.316591236462521,23.39105401319616,19.92696060853845,25.27524532991297,18.814461090985468,7.404467063569416,5.67271665508131,7.337635581959554,9.277483494516218,330.641196755802,4.296266541782003,68.63235294117646,0.754339881679591,0.749509802635978,0.758601285955485,0.775542470462182,106.23529411764706,0,1,0,109.92800000000001,18.892665641210346
3.243039933357696,11.727777622364185,8.207715996989497,13.01759253607856,6.418827118696989,6.605047300661684,4.434118221452367,7.197657108172231,8.625951262174963,430.5182026050709,2.844476696243034,62.37037037037037,0.57795884653374,0.626880677761855,0.604098762627001,0.575127584514795,-597.4814814814815,0,0,1,148.21183333333332,-37.12789890670643
2.324526585216594,19.237499237060547,14.600000381469728,22.200000762939453,14.600000381469728,7.455876687491824,5.733341276897745,7.216709486709457,9.449357272446683,334.3387145996094,4.338389467937771,71.0,0.792888879776001,0.750222206115723,0.681777775287628,0.787999987602234,368.0,0,1,0,109.545,19.056999985901598
4.905843238701628,13.404166221618652,9.399999618530272,17.799999237060547,8.833333015441895,6.773080375655535,4.653960350157523,7.134093721192865,8.84922702143852,362.199462890625,3.123291567285825,86.0,0.715111136436462,0.780888855457306,0.747999966144562,0.704444468021393,-380.0,0,0,1,149.719,-36.90299999161606
3.724927714507242,4.622756517850435,-1.193589797386756,16.323076248168945,-7.1884613770705,6.45301912186719,4.430816798843313,6.630074310402753,9.032712398451592,958.9019352839543,3.503987269613577,38.84615384615385,0.102222219109535,0.501333339856221,0.687658112782698,0.460854686223544,-122.92307692307692,0,0,0,37.085,55.32999999795979
1.050919921483428,9.041666984558104,5.066666603088379,3.450000047683716,2.466666698455811,6.762729506931879,4.406719247264253,6.697034247666484,9.275285060616564,552.2056274414062,2.288243816989584,27.0,0.556444466114044,0.699555575847626,0.735111117362976,0.687111139297485,55.0,0,0,0,4.329999999999999,50.11999999693041
4.046380028084815,5.712808626669425,9.238888925976225,3.86975311184371,-1.157407418445304,7.035692348818868,4.815941216053785,7.036816045083157,9.23038262197667,624.3281600387008,2.959435483173982,42.27777777777778,0.372470086297164,0.456584362520112,0.592279832120295,0.525481483450642,-1.277777777777778,0,0,0,1.685744680851064,42.42401189368657
2.654655783135897,4.487499713897705,-1.516666650772095,15.850000381469728,-6.699999809265137,6.541029999189903,4.532599493153255,6.590301048196686,9.159678457173955,917.5736694335938,3.499836982971695,86.0,0.275555551052094,0.561777770519257,0.725777745246887,0.507555544376373,-35.0,0,0,0,33.0,56.49999999812125
5.120805115860733,12.50338539481163,17.77604177594185,8.057812556624413,7.722916692495346,7.40387010256983,5.459585514144159,6.987187223254597,9.626571278683327,425.10914945602417,3.83979797516666,39.171875,0.671236112713814,0.685430554673076,0.697624997235835,0.71274305973202,559.65625,0,0,0,-8.084230769230768,42.90389331013452
4.535517503838668,12.15256404876709,-0.666666645270127,21.801282002375675,-0.666666645270127,6.92597294047612,4.670669783605213,7.144892764549192,8.990978124053234,986.4237483097957,3.041086226589919,13.076923076923077,0.305777772114827,0.46953846170352,0.717401697085454,0.437230777281981,-249.23076923076923,0,1,1,-88.8325,39.01953426652042
3.582955163504936,10.91380893247914,7.304799352016748,12.518760925812249,4.055061075699891,6.267935448369857,4.260169539042564,7.194189190606224,8.284963987662728,610.4258493153836,3.343819652724159,35.31413612565445,0.528425832381423,0.514050029335222,0.52827458029018,0.569175101699629,-804.282722513089,0,0,0,0.07874561403508773,40.61639120986856
3.275359806246486,8.780350450313453,4.367676818009579,7.627146439118818,-2.910290289105791,5.823863653192268,4.028862835463165,7.228616577901608,7.806051747484013,929.25798219623,3.938257907878862,2.859848484848485,0.166782338189208,0.257122888653116,0.396821546735185,0.32150505178354,-1040.0378787878788,0,0,0,73.67385714285714,35.81528525160937
4.974460639940324,4.291917438966682,-10.439357366906592,16.46124481293092,-10.439357366906592,6.714404448039193,4.701246775202023,6.812755894249514,9.11160711119377,1130.7564388413027,3.83307008751574,87.65060240963855,,0.51413654419313,0.803989284009819,0.501087020678693,-85.18072289156626,0,1,1,-90.90333333333332,45.98659516823038
1.222586824106331,23.28884389323573,18.53776851777108,25.3934139743928,18.53776851777108,7.171216955960523,5.487637227448958,7.345994601050579,9.035103338002099,344.46812881961944,4.360882479476641,73.5241935483871,0.795283160382702,0.69154839794482,0.713075279708832,0.805749108714442,-248.5483870967742,0,1,0,108.97824999999999,18.75149989558197
6.684850580682594,23.24652805328369,23.037221654256182,22.887222035725912,22.67055530548096,7.395762532667447,5.638354669333745,7.176611247183868,9.429224196857692,66.83972854614258,4.032512699665002,94.0,0.679970363775889,0.682814822594325,0.565200012922287,0.638266668717066,320.6,1,0,0,13.824999999999998,3.399999996247384
3.407580085543479,11.13739896254106,18.88313137401234,5.05434345332059,4.33414142926534,6.729672000710878,4.793885401132004,7.170618253571894,8.769429887879763,599.4794455788352,3.840915831806253,48.2969696969697,0.514537375081669,0.49180606025638,0.520748821533088,0.549023566643397,-463.7757575757576,0,0,0,-6.420705263157894,41.84244196822093
1.94741814342894,12.206175595134884,19.98576834604337,5.668993493953309,5.654031373463668,6.931982151203251,5.038195715412542,7.243499049965616,8.898541900761082,590.4586628505161,4.004228118529288,3.350649350649351,0.536991343192466,0.550595960204864,0.347748197373245,0.469417748803442,-374.4577922077922,0,0,0,-6.301870967741935,40.801751437536325
4.189589767756323,26.44583320617676,26.5,25.96666717529297,25.96666717529297,7.971776122880628,5.916202062607435,7.337587743538595,9.844109029016627,34.86716842651367,3.673126446837365,55.0,0.587999999523163,0.666222214698792,0.652444422245026,0.644444465637207,1361.0,0,1,0,103.90000000000002,-3.3199999963334936
4.86762843780651,9.83694445292155,13.94888867272271,6.0351852522956,5.842592843373617,7.009147933078578,4.91787002141516,6.992831451337256,9.246477275242707,328.171460639106,3.368280517630319,68.33333333333333,0.656987655162811,0.712207400798798,0.693649400605096,0.678597521781921,17.91111111111111,0,0,1,147.05639999999997,-41.24765219689699
4.859617709693175,17.49228861794543,22.82313418032518,13.554726415605687,12.627114466766812,6.612181451871927,4.941109231447645,7.356432359158496,8.465711348225414,434.4939443104303,4.342913664402505,45.507462686567166,0.638845773775186,0.618427857534209,0.53988059510046,0.614301824747627,-822.1343283582089,0,0,0,-5.420857142857143,36.279938171963416
2.257166788656563,19.89166641235352,16.96666717529297,22.46666717529297,16.33333396911621,7.844632644464681,6.456769655572163,7.368970402194793,9.685704607464015,260.1645812988281,4.520423144644082,87.0,0.724888861179352,0.752000033855438,0.787999987602234,0.750222206115723,966.0,0,0,1,145.085,-16.217999986539716
